,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,Cluster
148,2,2,3,3,3,1,3,2,3,3,5,1,5,4,5,5,4,4,5,2,4,1,3,1,4,1,4,4,3,4,3,5,3,3,2,5,3,3,3,4,5,1,5,1,5,1,5,5,5,5,1
149,2,4,3,3,3,3,2,5,1,4,4,3,4,4,3,3,1,1,3,1,5,5,1,5,1,4,1,4,5,3,5,1,5,3,3,1,4,2,4,4,3,1,4,1,4,1,4,2,4,4,2
150,4,2,3,3,5,1,4,2,4,5,1,2,4,1,4,2,5,4,4,5,5,1,2,3,5,1,5,1,4,5,2,4,5,5,1,4,3,3,2,5,4,1,5,1,5,1,5,5,5,5,3
151,2,5,3,5,2,4,2,5,1,5,5,3,5,2,4,4,4,2,2,3,1,4,1,5,2,4,2,4,5,3,4,2,5,2,5,2,4,2,4,4,4,2,5,2,3,2,4,3,4,4,1
152,3,2,5,2,5,2,3,5,3,3,3,3,4,2,5,3,3,1,2,3,1,5,1,5,3,5,1,5,4,5,3,2,4,3,1,3,3,2,1,3,3,3,4,2,3,1,5,3,5,3,3
153,4,2,5,2,5,2,5,2,4,2,2,4,3,2,4,1,3,1,2,2,3,4,3,2,1,2,2,4,3,4,3,4,3,2,2,4,2,3,2,3,4,1,5,1,5,1,5,3,2,5,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
155,1,3,1,5,1,2,1,5,1,5,4,2,5,3,5,2,4,2,2,3,4,5,2,5,1,4,1,3,4,4,5,5,4,5,5,5,4,5,1,5,3,1,5,1,5,1,5,2,5,5,1
156,2,2,2,4,2,2,2,4,1,4,5,1,5,2,3,4,4,5,5,4,1,5,1,5,1,5,1,5,5,3,4,3,4,2,4,1,5,2,5,4,3,3,4,1,2,2,1,3,5,2,1
157,3,4,3,3,4,4,5,4,2,3,5,2,5,4,3,5,4,2,4,3,1,5,2,5,1,5,1,5,5,3,4,5,4,4,2,4,3,3,4,2,3,3,4,1,2,3,2,2,5,2,3
158,2,5,3,5,2,4,1,5,2,5,1,4,4,2,2,1,2,1,2,4,2,4,1,3,3,4,2,2,4,4,3,3,5,3,2,4,4,2,3,4,4,2,5,3,3,2,4,3,5,3,2
159,3,2,4,1,4,1,2,4,4,3,2,4,2,4,2,2,1,1,2,1,2,5,1,5,1,2,1,2,4,4,2,5,3,3,1,1,2,1,1,2,4,1,5,1,5,1,5,2,5,5,0
160,3,3,4,2,4,4,4,3,3,4,2,4,3,3,4,4,2,1,4,2,2,4,2,4,2,4,2,4,4,4,4,4,3,2,4,4,2,3,2,3,4,2,3,2,4,2,4,4,4,4,3
161,3,3,3,4,3,3,3,3,2,3,4,3,4,4,3,3,2,3,3,3,2,3,2,4,3,4,3,4,4,3,4,2,4,2,4,2,4,3,4,3,2,3,3,3,3,2,3,3,3,3,2
162,3,2,5,2,4,2,2,4,4,3,5,2,5,3,2,3,3,2,4,1,1,5,1,5,1,4,1,4,5,5,5,1,5,1,2,1,4,3,5,4,5,1,4,1,4,2,4,3,5,5,0
163,0,4,3,4,2,4,2,4,3,4,3,3,3,3,4,3,4,2,2,2,2,4,3,4,3,4,3,3,3,3,2,4,2,4,2,4,3,3,2,2,2,4,3,2,3,3,2,2,3,2,1
164,2,3,3,4,1,4,2,4,2,5,2,3,4,1,2,4,5,2,2,4,3,3,4,4,4,2,3,3,2,3,4,4,4,2,2,2,3,2,4,3,2,5,4,2,3,1,3,2,5,3,1
165,3,1,5,1,5,1,5,1,5,3,2,5,5,5,1,5,5,5,5,5,5,5,3,5,1,3,1,5,5,4,3,3,5,5,5,3,5,5,1,5,3,1,5,1,5,1,5,5,5,5,3
166,5,1,5,1,5,1,1,3,5,1,5,5,5,1,3,5,1,1,5,3,1,5,1,5,1,5,1,5,5,5,5,1,1,1,5,1,5,1,5,1,5,1,5,1,5,1,3,1,5,5,0
167,4,2,5,3,5,2,3,2,3,3,5,2,4,4,4,3,5,5,4,4,3,3,1,5,3,5,3,5,5,3,4,1,5,1,4,1,5,2,4,5,3,1,5,1,5,1,4,3,5,5,3
168,1,5,2,4,1,3,1,5,1,5,3,4,4,4,1,3,3,2,1,1,1,5,1,5,1,5,1,5,5,5,4,5,3,2,1,4,3,3,3,3,4,4,4,3,4,2,3,3,5,5,2
169,2,4,5,2,2,4,1,5,5,5,3,5,5,1,4,1,1,5,4,2,2,3,3,3,3,2,4,1,2,3,3,2,5,2,4,1,3,0,5,5,3,1,3,4,3,2,4,2,3,4,2
170,3,3,3,3,2,1,2,3,3,5,4,3,3,3,4,4,4,3,4,3,2,3,2,3,3,5,3,4,4,3,4,1,5,1,4,2,5,4,4,3,3,2,4,2,5,1,3,2,4,5,3
171,4,3,4,4,4,4,4,4,3,4,4,2,5,4,4,4,3,4,5,2,1,5,4,5,2,5,4,5,4,4,4,4,5,2,2,2,4,3,4,4,3,3,4,3,4,1,3,4,5,4,3
172,3,4,5,3,5,1,5,2,4,2,3,4,2,4,1,2,1,1,1,1,2,5,1,4,1,3,1,5,3,4,5,1,5,1,5,1,5,1,5,5,5,2,5,1,5,1,5,4,4,5,0
173,5,2,4,2,4,2,5,3,3,5,4,4,4,3,2,5,3,2,5,2,1,4,3,5,1,4,1,5,4,0,4,1,5,1,5,4,5,2,5,4,3,2,4,1,4,1,3,4,5,4,3
174,3,3,5,4,3,3,3,5,2,5,5,4,5,3,4,3,2,1,3,2,1,5,1,5,1,5,1,5,5,5,4,2,5,1,4,1,5,1,4,5,3,2,2,1,4,3,2,1,5,2,0
175,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
176,1,5,1,5,5,5,1,5,1,5,5,1,5,1,5,5,5,1,5,5,1,5,1,5,1,5,1,5,5,5,5,5,5,1,1,5,5,1,5,5,1,1,5,1,5,1,5,1,5,5,1
177,4,2,3,3,3,1,3,2,2,3,2,3,5,3,2,2,3,3,2,3,1,4,2,4,2,4,2,3,4,3,3,3,4,2,1,4,3,4,2,3,4,1,4,1,4,1,5,5,5,4,3
178,3,3,2,3,3,1,5,3,4,5,3,5,5,3,1,1,1,1,3,5,4,2,1,3,1,5,2,1,3,3,5,1,2,1,2,2,3,3,1,4,4,3,5,3,5,1,5,3,1,5,2
179,2,3,3,4,3,3,1,4,2,3,3,3,3,2,4,4,4,4,4,4,2,4,3,4,3,5,3,4,3,4,4,1,4,3,3,1,3,1,4,4,4,2,5,1,5,1,5,4,5,5,1
180,1,4,2,4,2,3,2,4,2,4,4,2,4,3,3,4,3,3,3,3,2,4,2,4,3,4,3,4,4,2,4,4,4,2,3,3,4,2,3,4,4,2,3,4,4,4,4,4,3,3,1
181,3,3,3,3,3,2,3,3,2,5,4,3,4,3,3,3,3,2,4,4,3,4,1,5,1,4,2,4,5,4,3,3,5,4,3,2,3,0,4,4,3,2,4,3,3,2,4,2,3,4,3
182,1,4,2,5,2,1,1,4,2,4,4,1,4,1,4,4,4,4,5,5,4,2,4,2,4,2,4,2,5,1,3,3,3,2,4,3,5,2,3,4,5,1,2,1,4,4,5,5,5,5,1
183,5,1,5,3,5,1,5,3,5,1,5,1,4,1,5,5,5,5,5,4,5,3,5,3,5,3,5,3,2,3,4,1,5,1,3,1,3,1,5,4,4,3,5,3,5,1,5,5,3,5,3
184,1,5,5,4,3,4,2,4,3,4,1,4,3,4,1,3,1,1,4,3,4,3,0,3,3,5,3,4,2,3,3,4,4,3,2,4,4,1,4,4,4,1,4,2,5,1,4,4,5,5,2
185,2,4,3,5,3,4,1,4,1,5,1,4,3,4,2,2,2,1,2,3,1,4,5,5,1,4,1,5,4,5,4,3,5,3,4,3,3,2,3,3,5,2,4,1,3,3,4,3,5,3,2
186,4,2,4,2,5,2,4,4,3,2,3,3,3,3,2,3,3,4,3,1,4,5,4,1,3,2,3,4,3,3,5,1,4,1,4,1,3,3,5,3,5,1,4,5,4,2,4,2,2,4,0
187,2,4,4,4,3,4,3,4,2,5,3,4,5,3,4,1,3,2,4,3,1,5,2,5,1,5,1,4,5,4,3,1,5,2,2,2,4,2,3,5,4,1,5,1,4,1,4,3,5,4,3
188,4,1,4,2,4,2,4,2,2,2,3,3,4,3,3,2,3,3,4,2,2,5,2,5,2,4,2,4,5,3,3,5,3,3,5,5,3,2,3,3,3,2,4,3,4,2,5,4,5,4,3
189,3,1,5,2,5,1,0,3,4,2,2,4,3,2,4,2,3,4,2,2,1,5,1,5,1,5,1,5,5,5,2,5,2,4,3,5,3,2,3,5,3,2,5,4,5,1,5,4,5,5,3
190,2,5,1,5,3,5,1,3,2,5,5,2,5,2,5,4,3,3,3,4,5,4,1,4,4,5,4,2,3,3,2,1,5,3,4,3,5,2,5,3,2,3,5,3,2,3,3,3,4,4,1
191,5,1,4,1,5,1,5,3,4,5,4,4,4,3,3,2,3,3,3,3,1,5,1,4,1,4,2,4,4,5,1,4,4,4,2,4,4,4,3,4,5,1,4,1,4,2,3,3,5,4,3
192,1,4,4,5,4,3,5,5,1,3,4,4,4,1,3,2,4,2,2,4,4,3,4,4,3,4,1,4,3,4,4,2,5,2,2,4,5,2,4,3,3,1,5,1,4,1,4,2,5,4,2
193,1,5,5,5,5,5,5,5,1,5,1,5,5,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,1,5,5,1,5,5,1,1,0,1,5,1,5,1,5,5,0
194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
195,3,3,4,3,4,2,4,3,4,3,4,4,4,2,5,4,4,3,4,2,4,4,4,3,2,3,2,3,3,4,4,4,4,4,2,4,2,3,1,4,4,2,4,2,4,2,4,4,4,4,3
196,2,3,3,3,3,3,4,4,3,4,4,3,4,3,3,4,3,2,4,4,2,5,2,4,2,4,1,5,3,3,3,4,4,3,4,3,4,2,4,3,3,2,5,1,4,1,3,3,5,5,3
197,1,5,1,5,1,5,1,5,2,5,2,5,4,1,5,3,5,4,5,2,3,3,2,3,3,3,3,4,3,2,5,3,5,1,1,3,1,3,1,3,5,3,3,3,4,4,4,4,5,1,1
198,4,1,5,2,5,2,5,2,4,5,4,4,4,4,2,2,2,2,2,2,1,5,1,4,4,4,1,4,2,4,3,5,4,2,2,4,4,2,4,3,4,2,3,1,4,1,4,4,4,5,0
199,3,3,3,3,3,3,3,2,4,5,3,2,4,2,2,4,5,4,4,4,4,3,4,2,3,5,3,4,5,3,2,3,5,3,3,3,4,3,3,3,4,2,5,2,4,2,3,4,4,5,1
200,1,2,3,4,3,3,2,4,3,4,4,3,3,3,3,3,3,2,3,2,3,4,2,4,2,3,2,2,4,3,3,3,4,3,3,2,4,3,3,3,4,3,2,2,3,3,3,3,3,3,2
201,1,2,4,2,4,1,2,5,1,4,2,5,4,2,1,1,2,1,2,2,1,5,1,5,1,5,1,5,5,5,4,1,4,1,2,5,4,1,5,5,5,1,4,1,3,2,5,4,4,2,0
202,1,4,3,5,3,5,1,5,2,4,4,4,3,4,2,5,1,1,4,2,3,4,1,5,4,4,3,4,3,3,3,3,3,3,2,5,3,4,1,4,3,1,4,3,3,3,5,4,2,4,2
203,3,4,4,4,4,2,5,5,4,4,2,5,4,3,5,4,3,2,4,3,2,4,1,5,2,4,1,5,5,5,3,5,4,4,3,3,5,3,2,3,5,3,5,3,5,1,5,4,5,5,3
204,2,5,2,4,1,5,2,5,1,5,2,4,2,4,2,2,5,4,2,3,4,2,1,4,2,5,4,4,5,4,4,2,5,2,4,2,5,1,5,5,3,2,4,2,3,2,5,1,5,4,2
205,2,5,2,4,4,2,2,4,4,4,2,4,4,3,2,2,2,2,2,3,4,4,2,4,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,4,1,5,1,4,1,4,4,4,4,2
206,4,5,2,4,2,2,2,5,1,5,1,5,4,1,2,1,1,1,1,1,2,2,1,2,2,1,4,4,3,2,4,1,4,1,3,4,2,3,2,5,4,1,5,1,3,1,5,2,4,4,2
207,2,4,3,4,3,3,2,3,3,3,4,2,4,2,4,4,4,4,2,4,1,5,1,4,2,4,2,3,4,3,4,1,3,1,2,2,4,2,2,3,4,2,5,2,3,2,4,3,5,4,1
208,3,1,3,2,5,1,1,2,4,3,5,2,5,1,4,3,4,3,4,3,1,4,4,3,4,5,3,4,2,3,5,5,5,3,2,5,5,3,5,5,5,2,3,3,5,3,5,5,5,4,3
209,3,1,5,1,4,1,4,2,4,1,3,4,3,3,4,3,4,4,3,2,4,3,5,2,4,2,4,4,2,3,2,2,4,3,4,4,2,2,4,4,4,1,5,2,4,1,4,4,4,4,3
210,4,3,5,3,3,2,5,4,3,2,2,3,3,4,2,2,3,2,3,2,1,4,1,5,2,5,1,2,4,5,4,5,4,3,2,5,2,2,2,4,5,1,5,1,4,1,4,4,5,4,0
211,2,3,3,4,3,1,2,3,3,5,5,3,5,3,2,3,2,2,5,3,2,4,3,4,2,2,2,4,4,3,4,4,4,2,4,2,4,2,4,4,4,2,5,2,4,1,5,4,4,5,3
212,3,2,3,3,5,2,0,3,4,2,3,4,4,2,1,1,3,2,5,3,1,4,2,4,2,3,2,4,4,4,2,5,5,4,1,5,4,3,1,2,5,1,5,1,5,1,5,4,5,5,3
213,1,2,4,5,2,2,1,3,2,4,2,3,3,2,2,3,2,2,5,3,1,3,4,5,3,3,1,3,5,5,1,3,3,5,3,3,2,3,5,2,2,4,3,2,2,1,2,2,4,3,1
214,4,1,5,1,5,1,5,2,5,2,5,4,5,2,1,2,4,2,3,3,2,5,3,5,1,5,1,4,5,4,5,1,5,1,2,1,5,2,5,4,5,1,5,1,4,1,5,4,5,4,0
215,3,3,2,3,3,1,3,3,4,3,3,3,5,2,3,2,3,3,3,4,1,4,3,5,2,4,1,5,4,3,4,2,5,3,3,3,4,1,4,5,4,1,5,1,3,3,5,5,4,3,3
216,5,1,4,2,4,1,3,1,4,3,2,4,2,3,2,3,2,1,2,2,2,4,1,4,2,4,3,5,4,4,4,4,5,2,5,2,4,1,3,4,5,1,5,2,5,1,5,4,4,5,0
217,1,3,4,4,3,4,2,4,1,4,4,4,4,2,5,1,2,1,3,2,1,4,1,5,2,5,2,5,5,4,4,3,4,2,3,2,4,1,3,4,3,2,5,1,3,1,4,1,4,3,2
218,5,4,4,2,5,1,4,5,5,2,3,2,5,1,1,1,3,3,1,5,1,3,3,5,1,3,1,5,5,4,5,4,5,2,5,1,4,1,5,5,5,1,4,1,5,1,5,5,5,5,0
219,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
220,3,4,3,5,3,4,4,4,4,4,4,5,4,4,5,4,1,1,4,1,1,5,4,5,1,4,2,5,2,3,2,5,5,2,1,5,4,4,1,2,3,2,5,1,3,2,5,2,5,4,3
221,2,2,2,3,3,1,2,3,3,5,5,1,5,2,4,5,4,4,5,5,1,4,1,5,1,5,2,4,5,5,4,1,5,1,4,1,5,1,5,5,4,2,5,1,5,1,4,4,5,5,3
222,3,1,4,2,4,1,4,2,4,2,1,4,4,2,1,2,2,1,4,1,1,4,1,5,2,4,2,4,4,3,4,5,4,1,2,5,4,1,4,5,5,1,5,1,5,1,5,5,5,5,0
223,2,1,3,4,4,1,3,3,3,5,5,1,5,2,1,5,5,4,5,3,3,3,4,2,3,2,3,3,3,2,2,3,5,5,2,4,4,3,2,4,4,1,5,1,4,2,4,4,5,5,1
224,2,3,4,4,3,4,2,4,2,3,2,5,2,2,1,1,1,1,1,4,4,2,4,1,4,2,4,2,2,4,4,3,4,2,2,4,4,4,4,3,4,2,4,2,4,2,4,3,4,4,2
225,4,3,3,2,4,3,4,4,3,2,3,4,3,4,3,1,1,1,1,1,4,3,2,3,4,3,3,4,4,4,3,2,4,1,5,1,4,4,4,5,4,3,4,3,4,2,4,4,1,5,0
226,3,2,5,2,5,3,5,3,5,3,2,4,3,4,1,1,2,2,1,2,1,5,3,5,1,5,1,5,5,5,4,1,5,3,4,1,4,2,5,5,5,1,5,1,5,1,5,4,5,5,0
227,1,5,2,5,1,4,2,5,1,5,4,2,3,3,1,4,4,4,4,3,2,3,1,4,3,3,3,4,3,3,2,4,5,1,3,1,4,2,3,4,4,1,2,1,3,2,5,2,5,4,1
228,1,3,2,3,2,4,3,3,4,5,5,3,4,2,4,3,3,1,3,3,4,3,1,4,3,4,2,4,4,3,4,2,1,2,2,1,5,3,4,3,3,3,3,3,3,2,4,1,1,2,2
229,5,3,3,3,2,3,2,5,1,5,3,5,5,1,4,2,3,1,5,1,1,1,4,5,3,5,3,5,5,5,3,1,5,1,2,1,1,5,4,4,1,2,2,3,3,3,5,1,5,3,2
230,4,2,4,1,3,1,5,3,5,5,5,4,5,2,4,5,5,5,5,1,2,2,4,5,2,5,2,3,3,3,2,1,3,2,2,2,3,2,1,3,2,3,3,4,3,3,3,1,1,3,3
231,2,4,3,4,3,3,2,5,1,5,4,2,5,1,3,3,2,1,2,5,1,5,2,5,1,5,1,4,4,4,2,3,4,3,2,4,3,3,2,4,5,2,4,1,4,2,4,5,4,5,1
232,1,3,3,3,3,2,2,1,5,5,3,4,5,3,1,2,5,2,2,3,5,5,2,5,1,4,1,5,5,2,3,5,4,0,1,5,3,4,2,3,5,4,5,3,3,1,4,2,4,5,3
233,3,3,4,4,3,3,2,5,1,5,4,4,5,2,5,0,3,2,3,2,3,4,2,4,2,5,3,4,4,5,4,1,2,2,4,0,4,3,3,5,2,2,3,2,5,3,4,2,3,5,2
234,2,3,3,5,3,2,2,4,2,4,4,2,5,4,4,1,4,4,2,4,2,4,1,4,2,4,2,5,4,4,4,4,5,4,2,5,2,3,2,3,4,2,5,2,3,2,3,3,3,4,1
235,2,4,4,3,3,1,2,4,4,3,1,4,4,4,2,2,1,1,2,1,3,3,3,3,4,3,3,4,2,4,5,2,5,1,3,1,5,1,2,5,5,1,5,2,4,1,5,5,5,5,2
236,1,5,1,5,1,4,1,5,1,5,5,2,5,1,5,2,3,3,2,5,4,2,1,2,4,2,4,4,2,5,1,1,4,1,2,1,5,2,4,5,5,1,4,1,3,2,5,5,5,3,1
237,1,4,2,5,3,2,3,5,3,4,3,3,4,2,4,3,4,2,3,2,2,2,1,5,3,4,3,4,5,4,2,3,1,5,3,5,4,2,4,3,4,1,5,1,4,1,4,3,4,5,1
238,3,3,2,3,5,3,3,2,3,2,3,3,2,4,3,4,4,3,3,3,3,4,1,4,3,5,3,3,3,4,4,1,3,2,4,1,5,2,4,3,3,2,5,1,4,1,4,3,3,4,2
239,3,4,5,3,3,3,1,4,4,3,2,4,2,1,2,1,3,1,1,1,4,4,1,3,4,5,3,4,4,3,3,2,4,1,3,1,5,3,4,4,2,2,2,4,4,2,3,3,3,3,2
240,4,2,5,3,5,2,5,2,4,2,5,3,5,2,4,3,4,3,4,3,1,4,3,5,1,4,1,4,5,5,3,4,4,3,2,3,4,3,3,4,5,2,5,2,3,1,3,4,5,3,3
241,3,5,4,4,2,4,2,5,2,4,1,5,2,4,2,1,2,1,2,1,1,4,1,4,3,3,2,5,3,4,4,1,4,1,5,1,4,3,4,4,4,2,3,1,3,3,3,2,5,3,2
242,1,4,3,4,3,3,3,4,2,4,5,2,5,2,3,2,2,2,2,4,1,5,1,5,2,5,2,5,5,3,4,1,5,2,5,2,5,3,4,3,4,2,5,3,4,2,4,2,5,5,3
243,5,1,5,1,5,1,5,1,5,1,1,5,1,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,5,5,5,0
244,3,2,2,3,3,2,2,3,3,5,4,3,4,2,2,2,4,3,4,4,4,3,4,3,2,2,3,4,2,3,2,4,3,2,2,3,4,4,3,2,4,1,4,2,4,2,4,4,4,5,1
245,2,3,4,5,3,1,3,5,4,3,4,4,4,3,3,3,4,3,4,3,1,4,4,5,1,4,1,5,5,3,3,3,3,3,2,1,4,2,2,2,4,2,4,1,4,1,4,4,5,4,3
246,2,4,2,4,3,5,1,5,1,5,4,3,4,1,2,2,3,3,1,5,2,5,2,4,1,4,1,4,2,3,4,3,5,2,2,2,3,3,3,5,5,1,4,1,5,1,5,5,5,5,1
247,4,2,3,2,4,1,4,3,4,3,3,4,2,3,3,2,2,2,3,3,1,2,1,4,2,4,3,3,4,4,3,2,5,1,4,2,4,1,4,4,4,2,4,2,4,2,4,3,4,4,0
248,1,1,4,3,4,2,2,4,2,3,4,2,4,2,2,2,1,1,3,3,1,0,1,4,2,3,1,4,3,3,5,3,5,1,5,1,5,1,4,5,5,2,1,2,3,4,4,4,3,3,2
249,2,3,3,4,3,2,3,5,2,5,2,4,3,4,5,2,2,2,2,2,1,5,2,5,1,5,1,5,4,4,2,5,3,3,1,5,2,1,3,3,3,2,4,1,5,2,4,3,4,3,3
250,4,4,2,4,2,3,5,4,2,5,1,5,1,5,1,1,1,1,1,1,2,4,3,1,5,2,3,4,2,4,4,4,5,2,1,4,2,1,4,2,5,1,5,5,5,1,5,4,5,5,2
251,3,3,3,3,4,3,3,3,4,4,3,4,2,4,3,4,4,4,4,4,4,3,2,4,4,4,4,3,3,4,2,1,5,2,2,4,4,3,4,3,4,4,4,3,3,2,4,4,4,4,1
252,5,1,5,1,5,1,4,4,4,1,0,1,5,5,3,3,3,1,3,1,1,5,1,5,1,5,1,5,4,5,5,3,5,1,3,3,5,1,5,4,3,3,3,3,5,2,4,1,4,5,0
253,2,3,3,4,3,2,2,3,3,4,4,3,4,1,1,5,5,4,4,5,1,4,3,5,1,5,1,4,5,3,3,4,3,4,2,2,4,4,4,3,3,2,4,1,2,2,3,0,5,4,1
254,4,1,5,1,5,1,5,4,3,3,1,5,1,5,1,2,2,1,2,1,1,5,1,5,1,5,1,5,5,5,4,5,3,1,2,4,3,3,3,4,5,1,4,1,5,1,5,5,5,5,0
255,4,5,4,5,4,2,5,2,3,3,3,3,3,2,3,3,2,2,3,1,2,2,2,5,2,4,3,3,4,4,2,3,4,4,3,3,2,3,3,3,2,3,2,2,3,3,2,2,2,3,2
256,4,1,5,2,4,2,4,3,5,2,2,4,2,4,2,2,4,2,4,2,5,4,1,4,2,3,2,4,4,4,3,4,4,2,2,2,3,2,2,3,3,4,4,4,4,2,4,2,4,4,0
257,3,1,3,2,4,1,2,5,3,3,5,2,5,3,2,1,1,1,5,1,2,4,2,4,3,3,2,3,4,4,2,4,5,2,3,5,3,2,5,3,5,2,5,2,3,3,5,5,3,5,3
258,1,4,2,3,1,3,1,5,1,5,4,3,3,1,2,2,3,3,3,4,1,3,2,2,3,3,2,3,2,2,4,1,5,2,3,2,4,1,5,4,5,2,4,2,3,2,5,3,5,4,2
259,5,1,5,1,5,1,5,1,0,1,5,2,5,1,5,5,4,4,5,4,4,5,2,4,4,2,2,4,4,4,2,5,4,4,1,5,5,2,4,5,4,1,4,1,4,2,5,4,2,5,3
260,5,1,4,2,4,1,4,2,4,1,5,2,5,4,4,2,4,5,2,2,1,5,2,5,1,5,1,5,5,4,4,5,5,5,2,4,5,1,3,4,4,3,4,3,5,2,4,5,5,5,3
261,3,3,3,3,3,3,3,3,2,3,3,2,3,2,1,1,3,3,2,2,1,4,1,4,2,4,2,4,3,4,3,2,3,2,3,3,1,1,3,3,3,3,3,2,3,2,3,2,3,3,2
262,2,4,3,4,2,4,2,4,3,2,3,2,2,4,2,3,4,4,0,4,1,4,3,3,4,4,2,2,2,3,2,3,2,2,4,4,3,3,4,4,2,2,4,2,3,2,3,4,4,4,2
263,3,5,1,4,1,1,1,5,1,5,5,5,3,2,4,1,4,2,4,4,4,5,5,2,1,3,2,2,1,2,2,5,5,2,1,1,2,4,1,4,5,1,3,1,5,3,5,4,5,5,1
264,4,2,4,3,3,2,3,4,5,3,3,3,3,4,3,3,3,2,4,2,2,4,3,4,3,3,3,2,4,3,3,1,4,2,2,1,5,2,3,4,3,1,3,3,4,2,5,3,3,4,2
265,4,1,4,4,5,1,1,2,4,3,4,3,5,1,2,4,2,4,4,5,1,4,4,5,1,5,2,4,4,5,3,4,5,3,2,2,4,3,3,5,4,1,5,1,5,0,4,4,4,5,3
266,3,4,2,3,3,4,2,4,3,5,4,4,4,4,2,2,2,2,3,2,4,3,1,3,4,4,3,3,3,2,3,4,4,3,2,3,4,3,5,4,4,2,5,2,4,2,4,3,4,5,2
267,4,3,2,4,3,4,1,4,2,5,4,4,5,2,1,2,2,2,2,4,2,2,2,2,5,4,4,2,2,2,4,3,5,3,3,2,4,3,3,2,5,2,5,1,4,1,5,5,5,5,2
268,3,2,4,4,4,2,2,2,1,3,4,2,4,2,2,2,2,2,2,4,2,4,1,4,2,5,2,3,3,4,3,3,5,0,4,2,5,2,3,4,3,1,4,2,4,1,4,2,4,4,2
269,3,3,4,2,4,3,2,4,4,2,2,4,3,4,3,1,2,2,1,2,3,4,1,3,3,2,2,4,3,4,4,1,4,1,4,2,4,2,4,4,3,2,3,2,4,2,4,3,4,4,0
270,4,1,4,2,4,2,3,4,4,1,2,5,4,1,2,2,1,1,2,1,2,3,3,4,3,4,3,4,3,3,3,4,4,3,1,4,5,2,5,4,3,2,3,2,3,2,3,3,5,4,0
271,4,1,5,1,4,1,4,5,1,5,1,4,5,1,1,1,4,1,4,1,5,5,1,5,5,4,1,4,5,0,4,1,4,1,5,1,4,4,4,4,4,1,4,1,4,1,4,4,5,4,0
272,2,4,2,5,2,2,1,5,1,5,4,5,5,2,3,3,2,1,1,3,4,3,5,4,2,4,2,5,3,4,3,2,5,3,3,1,4,1,5,4,5,4,3,2,4,3,3,4,5,3,2
273,3,2,3,4,4,2,2,3,4,3,3,1,5,1,3,5,5,5,4,5,1,5,4,5,1,4,1,4,4,4,3,5,4,4,1,5,3,2,3,2,3,2,4,2,4,2,2,2,5,5,3
274,3,2,4,2,4,2,5,3,4,3,4,3,5,1,4,3,3,4,3,3,2,4,1,5,2,4,1,5,5,5,3,3,3,1,3,2,4,2,3,3,3,1,5,3,4,1,4,2,5,3,3
275,3,3,1,3,3,1,3,1,5,4,3,1,2,3,1,1,4,4,5,2,4,2,4,2,5,1,4,2,3,1,4,2,4,4,3,2,4,4,3,5,5,1,5,1,5,1,5,5,5,5,2
276,1,3,1,5,2,4,1,5,2,5,5,1,5,1,4,5,5,5,5,5,1,2,3,4,2,4,4,5,4,2,3,5,5,5,3,5,5,4,5,5,5,3,3,1,3,3,4,5,5,3,1
277,2,2,4,4,4,2,2,4,2,4,2,2,4,4,2,2,2,2,2,2,2,4,2,4,2,4,2,4,2,4,4,4,4,2,4,2,4,2,4,4,4,2,4,2,4,2,4,2,4,4,2
278,1,4,2,4,3,3,2,5,1,5,1,4,3,4,1,2,2,2,3,1,1,3,1,4,2,4,2,4,4,4,3,5,4,3,2,4,3,2,3,2,5,2,5,2,4,1,4,4,4,4,2
279,5,1,5,1,5,1,5,3,3,1,2,1,3,1,3,1,2,2,2,1,1,5,1,5,1,2,1,5,5,3,5,1,2,1,3,1,3,3,4,3,2,2,5,3,5,1,1,1,1,4,0
